no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,loan_status
4,0,1,6400000,18400000,16,320,17700000,3600000,13900000,8300000,43500000,0
2,1,1,6600000,15000000,18,470,1200000,4800000,18200000,7000000,31200000,0
2,1,0,1700000,5700000,10,602,4900000,2700000,4500000,1800000,13900000,1
0,1,1,1000000,2800000,12,616,700000,700000,3900000,700000,6000000,1
0,1,0,7500000,25100000,14,877,21000000,11400000,16900000,10700000,60000000,1
4,0,0,6400000,19700000,20,400,2300000,6100000,20100000,6200000,34700000,0
5,1,0,900000,2300000,16,545,100000,200000,2700000,800000,3800000,0
1,1,0,7200000,22800000,2,551,15000000,8700000,21300000,9500000,54500000,1
0,0,1,1400000,3700000,4,841,3000000,1000000,4600000,1000000,9600000,1
1,0,1,3500000,11600000,10,898,3100000,2700000,9000000,4500000,19300000,1
1,0,1,800000,2600000,2,439,600000,0,1800000,400000,2800000,1
0,1,0,7700000,24800000,10,642,16800000,10700000,27400000,4500000,59400000,1
0,1,0,1900000,6800000,4,782,100000,3400000,4900000,2400000,10800000,1
4,0,0,5800000,12800000,2,656,500000,5000000,16000000,2800000,24300000,1
5,1,0,6100000,17800000,6,849,2900000,10900000,16100000,7800000,37700000,1
0,0,1,2400000,9100000,8,368,2200000,200000,5600000,3300000,11300000,0
5,1,1,9000000,31400000,2,677,12000000,10800000,20700000,8700000,52200000,1
1,1,0,4700000,15700000,4,468,13300000,5100000,16200000,3600000,38200000,1
3,1,1,4800000,11500000,12,535,3600000,8000000,15600000,5400000,32600000,0
3,0,1,7600000,26400000,14,867,9200000,700000,27900000,7400000,45200000,1
1,1,1,3300000,10600000,14,742,300000,600000,8400000,4500000,13800000,1
2,1,0,4000000,9200000,16,784,3200000,600000,13000000,4900000,21700000,1
1,0,0,6000000,20000000,12,637,10800000,4300000,20000000,8600000,43700000,1
0,0,1,5600000,19100000,14,875,16700000,4700000,15100000,7700000,44200000,1
4,1,0,4400000,14600000,4,499,1300000,6500000,16100000,5700000,29600000,1
2,0,0,9000000,31000000,14,670,21300000,5400000,31100000,12900000,70700000,1
2,0,0,1500000,3800000,4,776,2800000,0,5300000,1400000,9500000,1
3,1,0,7000000,21700000,14,781,5400000,8500000,19300000,9600000,42800000,1
2,0,0,2400000,8800000,18,421,3200000,1500000,6700000,1400000,12800000,0
5,1,0,7100000,18900000,12,360,10700000,1100000,19800000,8500000,40100000,0
3,0,0,9100000,19700000,20,437,6300000,13700000,23700000,12900000,56600000,0
1,1,1,5800000,16700000,12,721,1100000,9700000,17200000,7500000,35500000,1
1,1,0,9300000,28600000,14,656,17300000,9100000,27400000,12500000,66300000,1
1,0,1,4600000,10100000,4,618,2200000,100000,12900000,4300000,19500000,1
1,0,1,200000,500000,2,579,500000,100000,500000,100000,1200000,1
4,1,0,7600000,25100000,4,671,4600000,13200000,27400000,4300000,49500000,1
2,1,0,8800000,17700000,14,706,22900000,4300000,30300000,9200000,66700000,1
1,1,1,2100000,4300000,20,896,100000,2300000,7500000,2300000,12200000,1
2,0,0,1900000,7500000,2,889,600000,1100000,7100000,2600000,11400000,1
3,0,1,1500000,5100000,14,837,4100000,1000000,3300000,1400000,9800000,1
2,1,0,3600000,12100000,14,408,10100000,4200000,13000000,5400000,32700000,0
2,1,1,7700000,19700000,14,885,19900000,14600000,22000000,8000000,64500000,1
2,1,0,3300000,6800000,14,317,3400000,300000,11700000,3600000,19000000,0
4,1,1,6800000,22100000,4,446,3700000,4600000,18900000,9200000,36400000,1
3,0,0,2900000,8500000,14,834,1200000,4500000,8800000,1800000,16300000,1
4,1,1,300000,900000,4,797,300000,400000,600000,400000,1700000,1
5,1,0,2000000,6200000,18,402,4000000,2100000,7200000,1100000,14400000,0
5,0,1,3300000,7800000,8,310,3000000,3900000,8300000,4200000,19400000,0
0,1,1,2400000,5900000,14,319,2000000,4200000,9500000,3300000,19000000,0
5,0,0,6500000,18500000,4,891,13600000,3300000,23600000,7100000,47600000,1
5,1,1,9000000,20400000,6,451,5200000,11400000,28200000,9000000,53800000,0
2,1,0,1500000,4900000,16,387,-100000,2400000,3700000,1300000,7300000,0
5,1,1,700000,1800000,14,571,200000,400000,1900000,400000,2900000,1
0,1,0,2500000,8900000,2,662,4000000,2100000,9700000,3000000,18800000,1
5,1,0,7500000,22800000,16,347,15100000,1200000,16100000,10700000,43100000,0
1,1,0,600000,1200000,14,443,700000,1000000,2200000,800000,4700000,0
4,0,1,9200000,26500000,6,662,1000000,400000,26900000,5300000,33600000,1
1,1,1,5500000,19700000,10,312,12800000,4800000,19500000,3300000,40400000,0
3,1,0,8400000,31100000,18,599,20600000,14100000,20500000,8500000,63700000,1
0,1,0,3100000,11100000,8,504,3500000,4600000,11400000,1800000,21300000,0
5,0,0,5200000,12200000,20,513,13400000,2000000,16800000,5400000,37600000,0
0,0,0,5300000,10900000,18,707,12900000,2600000,12700000,7600000,35800000,1
1,0,0,2600000,7900000,12,306,2000000,2400000,7600000,3300000,15300000,0
0,0,1,7100000,18600000,20,770,19200000,13100000,23100000,5100000,60500000,1
5,0,0,3200000,10100000,6,828,8500000,6000000,8700000,3000000,26200000,1
3,0,0,7900000,28000000,4,394,22800000,13200000,18200000,3900000,58100000,1
5,0,1,5600000,20500000,8,873,5500000,9500000,19400000,7800000,42200000,1
3,1,1,2200000,5300000,2,506,1600000,1700000,5800000,2800000,11900000,0
2,0,1,6100000,22300000,10,733,12100000,9700000,17200000,5600000,44600000,1
4,1,1,4400000,16400000,6,513,5400000,7500000,13100000,5700000,31700000,0
5,0,1,5800000,14000000,14,418,3900000,10400000,15100000,6800000,36200000,0
0,1,0,8300000,31400000,18,558,13300000,2900000,25900000,6300000,48400000,1
5,1,1,7100000,15500000,4,474,7600000,9000000,22400000,9400000,48400000,0
1,1,0,1600000,4500000,14,673,1900000,2700000,3700000,1300000,9600000,1
2,0,1,5600000,16700000,14,856,400000,10200000,14700000,5200000,30500000,1
2,1,0,5500000,19000000,4,597,1100000,4000000,18700000,5300000,29100000,1
1,0,1,1900000,4700000,2,870,4700000,2300000,3900000,2300000,13200000,1
1,1,0,9200000,29700000,10,607,17800000,11800000,35700000,12000000,77300000,1
4,0,1,2500000,6100000,20,478,5900000,800000,9500000,3200000,19400000,0
4,0,0,2700000,7000000,4,351,1100000,2300000,8300000,2700000,14400000,0
5,1,0,3800000,13900000,12,534,4700000,2900000,8200000,2800000,18600000,0
4,1,1,9800000,27000000,2,395,18700000,3000000,23000000,9700000,54400000,0
2,0,0,9600000,31200000,12,578,9900000,2200000,26500000,13500000,52100000,1
4,1,0,1400000,3100000,14,575,3000000,2100000,4900000,1400000,11400000,1
3,0,1,8300000,31400000,6,674,1000000,1600000,17200000,6100000,25900000,0
5,1,1,8900000,28800000,6,772,13600000,5500000,20400000,8400000,47900000,1
2,1,1,5300000,11000000,14,393,6800000,2400000,20500000,5200000,34900000,0
2,1,0,3300000,11800000,4,393,5700000,3700000,6800000,2600000,18800000,1
1,1,0,2600000,7200000,8,349,5900000,1400000,9400000,3000000,19700000,0
2,0,1,3500000,12000000,14,476,1100000,6800000,12400000,2900000,23200000,0
0,1,1,800000,2200000,20,782,1300000,800000,2800000,600000,5500000,1
5,0,1,6600000,16000000,12,811,13100000,5000000,14700000,5000000,37800000,1
1,0,1,8800000,28600000,8,631,11000000,13200000,25000000,7700000,56900000,1
5,0,1,2400000,6500000,20,513,6400000,2100000,5200000,2600000,16300000,0
2,1,1,4200000,15700000,2,332,7000000,700000,13300000,3000000,24000000,1
1,1,1,1800000,4000000,16,747,700000,200000,4600000,900000,6400000,1
3,0,1,8400000,20500000,12,796,22900000,10500000,17600000,11200000,62200000,1
5,0,1,9900000,33300000,6,364,5300000,18700000,27800000,8300000,60100000,0
4,1,1,7600000,16200000,20,657,1900000,9300000,28500000,5500000,45200000,1
5,1,0,3400000,13100000,20,527,900000,4500000,8600000,4000000,18000000,0
5,0,0,3700000,11700000,4,413,8400000,5500000,12000000,2700000,28600000,1
0,0,0,7500000,18200000,6,782,7400000,12000000,19800000,4100000,43300000,1
4,0,1,4200000,9100000,2,900,6700000,5300000,10900000,5900000,28800000,1
1,0,1,5200000,19300000,8,481,14300000,9500000,18800000,4200000,46800000,0
1,1,1,200000,500000,20,713,0,200000,500000,100000,800000,1
4,1,1,6000000,12900000,14,723,700000,1600000,13600000,4100000,20000000,1
5,0,1,7300000,23300000,6,622,7100000,11600000,26400000,10500000,55600000,1
2,1,1,3800000,9100000,14,849,6300000,2400000,9500000,2500000,20700000,1
2,1,0,5100000,16500000,12,845,12100000,9000000,11400000,5700000,38200000,1
3,0,0,7800000,17700000,6,403,12600000,3700000,24700000,10000000,51000000,0
2,1,1,300000,700000,4,411,600000,0,1200000,100000,1900000,0
3,0,1,4700000,17500000,8,585,1200000,3100000,9600000,4900000,18800000,1
0,0,0,1900000,6500000,10,523,2400000,1100000,6200000,1100000,10800000,0
3,1,1,1700000,4900000,16,591,4700000,1000000,4300000,1400000,11400000,1
3,0,1,1400000,4600000,8,543,1500000,1200000,2700000,2000000,7400000,0
0,1,0,2800000,5600000,8,842,0,1300000,6100000,1900000,9300000,1
1,1,1,4300000,17200000,4,564,10400000,6600000,11500000,2200000,30700000,1
0,0,1,1800000,3700000,2,505,3900000,2400000,4500000,1400000,12200000,0
3,0,0,9500000,20400000,14,376,2300000,6600000,25900000,8400000,43200000,0
5,1,1,7700000,24400000,8,453,1400000,7700000,22000000,10000000,41100000,0
0,1,0,500000,1200000,14,556,900000,0,1800000,500000,3200000,1
3,0,1,3000000,8200000,16,713,5300000,5800000,11000000,3400000,25500000,1
1,1,0,7000000,21000000,20,554,16900000,6600000,14600000,5600000,43700000,1
3,1,0,9800000,21000000,12,342,25400000,16600000,26900000,7000000,75900000,0
1,0,0,2600000,8500000,2,491,1700000,1800000,5300000,2600000,11400000,1
2,1,0,1800000,5300000,6,826,4500000,700000,6500000,1300000,13000000,1
3,1,0,5600000,20600000,6,487,6400000,9700000,20200000,4100000,40400000,0
2,1,1,5400000,10900000,14,741,1300000,6000000,20400000,5600000,33300000,1
3,0,0,7600000,19100000,14,762,14800000,15000000,23500000,7300000,60600000,1
3,0,0,5600000,18700000,2,769,8000000,8200000,17300000,4800000,38300000,1
1,1,1,3400000,12300000,8,523,6100000,4700000,8300000,2600000,21700000,0
4,1,0,4800000,14300000,6,795,5900000,0,11100000,2600000,19600000,1
1,1,1,2600000,5500000,14,820,2700000,2400000,9300000,2000000,16400000,1
0,1,1,9800000,32600000,10,704,7000000,12100000,30000000,4900000,54000000,1
0,0,1,8800000,29800000,8,343,20000000,4900000,33300000,12200000,70400000,0
2,0,0,6300000,18600000,14,872,9900000,11900000,16100000,7500000,45400000,1
0,1,1,1100000,3400000,14,832,3200000,200000,4400000,1600000,9400000,1
3,0,0,3300000,9300000,12,324,5300000,2600000,7500000,2000000,17400000,0
3,0,0,7600000,26300000,18,580,19100000,14600000,25500000,5100000,64300000,1
1,1,0,3100000,10600000,14,665,6200000,800000,9500000,3900000,20400000,1
5,1,1,1400000,2700000,16,320,900000,2500000,2700000,2000000,8100000,0
5,0,1,4400000,12300000,8,567,2400000,500000,12900000,6300000,22100000,1
0,0,0,2600000,8400000,18,861,0,3500000,6200000,3800000,13500000,1
5,1,1,2800000,10900000,6,359,5000000,3300000,7600000,3000000,18900000,0
0,0,1,5800000,12600000,2,859,13500000,4700000,21200000,4500000,43900000,1
5,1,0,2100000,7300000,18,358,3700000,3200000,7200000,2200000,16300000,0
2,0,0,2700000,6700000,8,413,7600000,800000,9200000,2300000,19900000,0
5,1,1,7700000,16400000,2,663,1100000,14800000,15800000,3900000,35600000,1
5,0,0,9200000,18900000,10,521,8300000,14500000,23400000,6900000,53100000,0
4,0,1,4200000,15900000,14,375,7200000,7900000,16200000,3000000,34300000,0
4,1,1,8400000,25200000,2,308,8100000,9300000,27700000,10500000,55600000,1
3,0,1,6400000,23500000,12,684,17200000,10300000,25300000,7400000,60200000,1
0,1,0,3000000,8100000,6,683,3200000,4900000,10200000,3200000,21500000,1
3,1,1,1900000,7100000,6,583,400000,2800000,6500000,2000000,11700000,1
1,1,1,6500000,14800000,12,360,3500000,2100000,15000000,7300000,27900000,0
2,0,1,5400000,11500000,6,841,6800000,100000,11100000,6600000,24600000,1
2,1,0,9200000,34200000,2,456,12200000,11300000,25800000,5700000,55000000,1
4,1,0,8700000,32100000,8,397,8900000,17000000,34700000,4800000,65400000,0
2,1,1,600000,2400000,6,454,100000,600000,2300000,300000,3300000,0
3,1,1,6100000,18100000,14,538,11800000,4200000,16200000,7500000,39700000,0
4,1,0,5800000,12000000,12,811,9400000,8800000,14200000,3100000,35500000,1
2,0,1,5200000,12900000,18,644,400000,5000000,12000000,7500000,24900000,1
1,0,1,4400000,10600000,4,360,6600000,7700000,15100000,5000000,34400000,0
2,1,1,1100000,3700000,2,806,2700000,800000,2900000,500000,6900000,1
0,0,0,1900000,6700000,12,595,3000000,3200000,4900000,1700000,12800000,1
3,1,0,7200000,17700000,4,662,13100000,11500000,16300000,5300000,46200000,1
2,0,0,6500000,23900000,18,457,1200000,12400000,18100000,7300000,39000000,0
4,0,1,4100000,9600000,10,521,11900000,7100000,14100000,4900000,38000000,0
1,1,0,9400000,26700000,10,343,7600000,2500000,28600000,13200000,51900000,0
3,0,0,9000000,21400000,8,496,16400000,7300000,31800000,12500000,68000000,0
4,0,1,500000,1500000,20,340,100000,200000,1900000,600000,2800000,0
3,0,0,6900000,18500000,6,360,14000000,0,18800000,9600000,42400000,0
1,1,0,6500000,23400000,2,672,5000000,10400000,16700000,7600000,39700000,1
4,1,0,1800000,7000000,14,743,2600000,1000000,4500000,1500000,9600000,1
3,1,0,4500000,16900000,18,748,8500000,7200000,15100000,6600000,37400000,1
4,0,0,1300000,4100000,18,886,2800000,500000,3800000,600000,7700000,1
2,1,0,2900000,10500000,20,708,4200000,600000,7700000,4300000,16800000,1
0,0,1,8400000,27200000,10,514,2500000,6400000,20100000,7200000,36200000,0
2,0,1,5900000,15800000,2,444,14300000,4300000,20300000,5500000,44400000,0
4,1,1,4800000,9900000,14,779,5200000,9300000,18600000,2900000,36000000,1
2,1,0,4400000,9800000,18,712,5400000,200000,8800000,6400000,20800000,1
4,1,0,7800000,28500000,4,803,15500000,11300000,21100000,9800000,57700000,1
1,1,0,7400000,26600000,18,505,2200000,2400000,22400000,3900000,30900000,0
4,1,0,3700000,13200000,4,802,9800000,2400000,12500000,4300000,29000000,1
4,0,1,400000,1500000,2,669,-100000,600000,900000,500000,1900000,1
0,1,0,4100000,14400000,4,844,2700000,6000000,9900000,4200000,22800000,1
4,0,0,2900000,10400000,6,673,5100000,1700000,10600000,1700000,19100000,1
1,0,0,1100000,2600000,6,858,1800000,1900000,2700000,600000,7000000,1
0,1,1,800000,2100000,6,760,300000,100000,1600000,600000,2600000,1
4,1,1,9500000,31800000,6,519,5900000,1300000,28400000,12200000,47800000,0
2,1,1,8600000,32100000,6,802,9400000,16700000,24500000,9800000,60400000,1
2,1,0,7300000,28700000,14,634,5900000,3800000,21200000,10800000,41700000,1
1,0,1,5400000,13600000,4,821,11600000,8700000,19900000,5600000,45800000,1
3,0,0,2600000,8100000,2,421,4200000,3100000,6200000,2500000,16000000,1
2,0,0,2700000,5900000,14,662,3200000,1600000,7300000,3800000,15900000,1
5,1,0,1300000,2900000,4,372,1700000,100000,2800000,600000,5200000,0
5,0,0,7700000,19000000,2,539,4000000,14500000,29300000,4100000,51900000,0
2,1,0,8400000,33200000,14,474,19600000,15000000,25400000,11500000,71500000,0
5,0,0,1100000,4000000,2,362,1800000,1300000,3500000,1100000,7700000,1
4,0,1,8200000,26900000,20,301,23800000,13600000,31000000,9900000,78300000,0
3,1,1,2100000,7400000,14,656,5600000,400000,5200000,2800000,14000000,1
3,0,0,6900000,17100000,4,694,4200000,6100000,27000000,6000000,43300000,1
0,1,0,9500000,22600000,6,861,24700000,13200000,29000000,5600000,72500000,1
2,0,0,8400000,24500000,6,588,11000000,1300000,22900000,10400000,45600000,1
3,0,0,3700000,13400000,18,373,2800000,100000,13200000,2500000,18600000,0
5,0,1,4600000,14500000,14,561,2300000,6200000,10200000,5800000,24500000,1
4,1,0,5100000,12300000,20,410,9200000,9200000,18700000,5600000,42700000,0
1,0,0,2200000,7000000,18,417,2000000,3900000,6500000,1900000,14300000,0
1,0,0,2900000,7400000,10,874,400000,1200000,10100000,3300000,15000000,1
1,1,0,8300000,31800000,16,818,23400000,7400000,32200000,8500000,71500000,1
4,0,0,9800000,28700000,6,778,16600000,7400000,29700000,11100000,64800000,1
3,0,0,3200000,11500000,16,492,4800000,2300000,10400000,3200000,20700000,0
5,0,1,1700000,6000000,18,420,500000,1600000,3700000,2300000,8100000,0
4,1,0,3800000,8500000,10,416,6200000,4800000,14900000,4100000,30000000,0
4,0,0,5300000,18500000,8,470,2900000,9300000,14900000,4900000,32000000,0
5,1,0,900000,2300000,16,590,1200000,1500000,2100000,900000,5700000,1
4,0,1,2900000,9400000,14,780,2900000,2800000,6700000,4300000,16700000,1
1,1,0,1400000,5200000,12,730,2900000,0,3700000,700000,7300000,1
3,0,0,2900000,6500000,18,827,8300000,600000,10400000,3200000,22500000,1
2,1,1,3400000,10300000,4,745,4900000,4000000,10000000,3900000,22800000,1
2,0,0,6100000,23500000,14,510,9000000,9500000,12400000,3400000,34300000,0
2,0,0,900000,2000000,14,337,1700000,0,2100000,600000,4400000,0
1,1,1,2000000,5600000,18,320,2400000,2300000,4600000,2100000,11400000,0
4,1,0,600000,1600000,20,869,1400000,1000000,1700000,200000,4300000,1
2,1,0,4400000,12500000,18,492,7900000,1200000,10100000,2700000,21900000,0
2,1,0,2200000,7000000,6,777,6100000,400000,4400000,3300000,14200000,1
5,0,0,9000000,34300000,10,853,22500000,11900000,32200000,10100000,76700000,1
3,0,1,6000000,12500000,18,851,14600000,5000000,16800000,5000000,41400000,1
4,0,1,5200000,12200000,2,602,10300000,800000,20500000,7700000,39300000,1
3,1,0,8700000,30500000,2,443,11800000,1800000,24600000,8100000,46300000,1
5,1,1,9900000,25900000,4,860,7800000,200000,38000000,5400000,51400000,1
0,0,0,5000000,16300000,12,737,2600000,3400000,11800000,4400000,22200000,1
5,0,1,8400000,22000000,2,830,3800000,3900000,19900000,5400000,33000000,1
3,0,0,4300000,12600000,18,482,9300000,900000,13200000,6100000,29500000,0
5,1,0,9400000,36800000,10,509,20700000,7400000,22400000,6300000,56800000,0
4,0,0,6600000,17300000,14,793,16700000,1400000,17500000,3900000,39500000,1
5,0,1,7500000,24600000,8,744,1600000,3600000,16700000,9300000,31200000,1
5,0,1,7400000,16200000,2,778,17000000,2700000,19400000,9200000,48300000,1
3,1,1,5800000,23000000,16,361,6000000,10100000,23000000,2800000,41900000,0
5,0,1,9700000,25900000,2,754,9000000,10000000,28500000,6700000,54200000,1
3,1,0,1100000,2100000,8,737,2900000,2000000,2500000,900000,8300000,1
5,0,1,2700000,8700000,20,687,2600000,1200000,9000000,1300000,14100000,1
3,0,1,900000,2300000,6,747,1200000,200000,2900000,600000,4900000,1
3,0,1,700000,2500000,8,321,1900000,1200000,1700000,400000,5200000,0
5,0,0,9400000,36800000,20,891,13900000,16600000,19300000,8900000,58700000,1
1,1,0,2400000,8900000,8,835,2400000,1200000,5500000,1100000,10200000,1
5,1,1,9700000,22600000,16,346,23500000,12900000,26800000,13000000,76200000,0
4,1,0,7500000,16200000,4,310,10800000,14300000,14900000,5800000,45800000,0
4,1,1,6500000,20200000,12,653,18600000,1400000,23800000,6400000,50200000,1
2,1,1,7900000,17100000,16,605,19200000,14100000,21900000,10400000,65600000,1
2,0,0,2100000,4700000,2,546,6000000,3200000,5700000,1500000,16400000,0
5,0,0,5100000,15800000,4,607,6000000,7700000,12600000,7000000,33300000,1
4,0,1,2500000,5100000,20,695,1100000,4100000,6700000,3500000,15400000,1
2,0,0,7800000,19400000,16,549,18600000,13300000,24100000,6900000,62900000,0
4,0,1,500000,1500000,6,461,1300000,500000,1700000,200000,3700000,0
4,1,0,5200000,20400000,20,761,4700000,1600000,14300000,6200000,26800000,1
4,0,1,4200000,9600000,20,863,7400000,900000,9100000,3400000,20800000,1
1,0,1,4900000,12600000,4,718,11800000,7300000,11800000,3800000,34700000,1
2,0,0,5500000,19600000,16,328,2400000,4800000,10900000,3700000,21800000,0
2,0,0,7000000,20200000,8,668,16600000,5000000,26100000,9100000,56800000,1
5,1,1,3200000,7600000,4,489,5000000,2900000,10600000,1900000,20400000,0
3,1,0,6100000,13500000,2,717,15700000,4200000,16100000,3400000,39400000,1
2,1,0,7000000,23900000,18,628,13400000,6600000,25200000,7200000,52400000,1
0,0,0,1000000,2200000,12,302,2200000,400000,3700000,1400000,7700000,0
2,0,0,8600000,33300000,16,375,19600000,11200000,25500000,11200000,67500000,0
1,1,0,1700000,6400000,10,452,900000,1100000,5600000,2100000,9700000,0
2,0,0,8100000,24800000,6,307,200000,4000000,31100000,10500000,45800000,0
1,0,1,3500000,10500000,20,454,8300000,4000000,7600000,2100000,22000000,0
3,1,1,4100000,14700000,6,679,6600000,3700000,10500000,5600000,26400000,1
4,0,1,4200000,11500000,6,551,10600000,7600000,11300000,5000000,34500000,1
4,0,0,3500000,10200000,12,333,7600000,6400000,8100000,3400000,25500000,0
5,1,0,800000,2600000,6,560,100000,200000,3000000,1000000,4300000,1
3,1,1,500000,1700000,4,640,400000,700000,1300000,200000,2600000,1
4,1,1,6900000,21400000,10,577,12500000,2200000,14900000,6300000,35900000,1
2,1,0,3000000,7000000,4,588,5300000,3400000,11900000,3400000,24000000,1
4,0,0,7100000,19900000,14,852,4700000,3200000,19700000,7600000,35200000,1
5,1,0,3100000,10500000,6,584,7700000,2100000,10900000,2900000,23600000,1
4,1,0,8300000,24600000,2,382,1400000,1200000,16700000,6600000,25900000,0
5,1,0,7600000,26000000,6,778,12900000,2400000,25500000,10900000,51700000,1
1,0,0,1200000,4500000,4,439,3200000,1800000,2900000,1200000,9100000,1
1,0,0,3100000,11200000,18,665,2000000,5400000,12000000,2500000,21900000,1
4,0,0,7700000,17200000,6,561,6000000,5000000,15400000,6800000,33200000,1
1,1,0,2800000,6900000,14,553,400000,4900000,6800000,4200000,16300000,1
1,1,0,800000,2300000,10,770,900000,900000,2900000,1100000,5800000,1
2,1,0,9700000,19900000,16,395,2800000,13700000,37000000,10800000,64300000,0
5,0,1,4700000,11800000,4,639,3600000,700000,9400000,5500000,19200000,1
5,1,1,7000000,26200000,12,896,13100000,6600000,23600000,5700000,49000000,1
1,1,0,6400000,16900000,2,703,6300000,7300000,15900000,7400000,36900000,1
2,1,0,4900000,17600000,6,860,13600000,7500000,12700000,5600000,39400000,1
3,0,1,4500000,13100000,12,570,10500000,2000000,10100000,5800000,28400000,1
0,0,1,3300000,8900000,2,418,4200000,6000000,9300000,3700000,23200000,0
0,0,0,5100000,13600000,18,351,1700000,3700000,14400000,7600000,27400000,0
5,1,1,1000000,2500000,14,885,2200000,100000,2300000,1100000,5700000,1
2,0,0,8000000,17800000,20,549,2400000,9700000,27400000,10800000,50300000,0
0,1,0,1900000,5000000,12,312,4000000,2800000,4900000,2400000,14100000,0
4,0,1,3500000,10300000,10,337,9000000,5600000,10500000,4500000,29600000,0
5,1,0,5300000,20500000,16,802,11200000,7100000,21100000,4100000,43500000,1
4,0,0,400000,1000000,10,447,0,300000,900000,300000,1500000,0
5,0,0,6800000,18000000,12,690,17800000,11800000,25000000,9300000,63900000,1
1,0,1,7800000,22200000,10,763,11200000,1400000,27000000,4900000,44500000,1
0,0,1,9500000,34900000,4,535,800000,14100000,25600000,14000000,54500000,1
0,0,1,3800000,10600000,12,490,3300000,6500000,14400000,3100000,27300000,0
3,1,1,1000000,2600000,6,341,2900000,1700000,3600000,1100000,9300000,0
2,1,1,1600000,4700000,12,582,1500000,1300000,5200000,1000000,9000000,1
3,0,0,5600000,21000000,12,609,8800000,11000000,15800000,4900000,40500000,1
3,1,0,1700000,5300000,14,696,300000,700000,4500000,800000,6300000,1
0,0,1,4000000,11000000,8,799,4400000,6100000,14700000,4200000,29400000,1
5,0,1,6000000,12300000,12,680,11400000,5300000,13800000,7300000,37800000,1
5,0,1,9700000,27400000,2,328,0,18400000,22000000,7900000,48300000,0
0,1,0,3400000,9400000,6,703,600000,6000000,8600000,2600000,17800000,1
5,1,0,5400000,18600000,2,538,7700000,2700000,18800000,4000000,33200000,1
4,0,0,1300000,3500000,12,512,3300000,1400000,3200000,700000,8600000,0
2,1,1,900000,2300000,20,367,0,1200000,3400000,1300000,5900000,0
5,1,1,5800000,13000000,8,851,6700000,8700000,17700000,4100000,37200000,1
0,0,1,5000000,14900000,12,575,12800000,1500000,12300000,6600000,33200000,1
3,0,0,5700000,15400000,16,424,4700000,3000000,16400000,5600000,29700000,0
